Rozmiar wektora, Czas mnożenia wektorów, Czas mnożenia wektora przez macierz
760.000000,0.000014,0.004265
760.000000,0.000013,0.004214
760.000000,0.000013,0.004231
760.000000,0.000013,0.004323
760.000000,0.000015,0.004265
760.000000,0.000013,0.004227
760.000000,0.000013,0.004383
780.000000,0.000072,0.004369
780.000000,0.000014,0.004333
780.000000,0.000013,0.004431
780.000000,0.000013,0.004369
780.000000,0.000013,0.004294
780.000000,0.000014,0.004322
780.000000,0.000012,0.004309
780.000000,0.000014,0.004345
780.000000,0.000013,0.004476
780.000000,0.000013,0.004301
800.000000,0.000076,0.004601
800.000000,0.000016,0.004656
800.000000,0.000013,0.004414
800.000000,0.000013,0.004386
800.000000,0.000013,0.004415
800.000000,0.000014,0.004493
800.000000,0.000012,0.004707
800.000000,0.000013,0.004431
800.000000,0.000012,0.004377
800.000000,0.000013,0.004395
820.000000,0.000075,0.004583
820.000000,0.000015,0.004495
820.000000,0.000013,0.004509
820.000000,0.000014,0.004774
820.000000,0.000013,0.004517
820.000000,0.000014,0.004570
820.000000,0.000013,0.004472
820.000000,0.000013,0.004465
820.000000,0.000013,0.004467
820.000000,0.000013,0.004473
840.000000,0.000072,0.004681
840.000000,0.000014,0.004598
840.000000,0.000013,0.004606
840.000000,0.000013,0.004608
840.000000,0.000013,0.004636
840.000000,0.000014,0.004720
840.000000,0.000013,0.004857
840.000000,0.000014,0.004689
840.000000,0.000013,0.004599
840.000000,0.000014,0.004596
860.000000,0.000077,0.004847
860.000000,0.000014,0.004702
860.000000,0.000014,0.004694
860.000000,0.000013,0.004692
860.000000,0.000014,0.004698
860.000000,0.000014,0.004690
860.000000,0.000013,0.004703
860.000000,0.000014,0.004721
860.000000,0.000013,0.004730
860.000000,0.000014,0.004917
880.000000,0.000072,0.005101
880.000000,0.000016,0.005027
880.000000,0.000013,0.004846
880.000000,0.000014,0.004845
880.000000,0.000013,0.004862
880.000000,0.000019,0.004806
880.000000,0.000014,0.004829
880.000000,0.000014,0.004830
880.000000,0.000013,0.004946
880.000000,0.000016,0.004886
900.000000,0.000072,0.005118
900.000000,0.000015,0.005104
900.000000,0.000015,0.005072
900.000000,0.000068,0.004910
900.000000,0.000014,0.004931
900.000000,0.000014,0.004925
900.000000,0.000013,0.004923
900.000000,0.000014,0.004942
900.000000,0.000013,0.004928
900.000000,0.000014,0.004956
920.000000,0.000077,0.005116
920.000000,0.000016,0.005157
920.000000,0.000014,0.005296
920.000000,0.000016,0.005156
920.000000,0.000014,0.005060
920.000000,0.000015,0.005058
920.000000,0.000014,0.005052
920.000000,0.000014,0.005046
920.000000,0.000014,0.005045
920.000000,0.000014,0.005059
940.000000,0.000136,0.005273
940.000000,0.000016,0.005201
940.000000,0.000015,0.005264
940.000000,0.000016,0.005194
940.000000,0.000015,0.005179
940.000000,0.000016,0.005149
940.000000,0.000015,0.005153
940.000000,0.000015,0.005211
940.000000,0.000015,0.005137
940.000000,0.000058,0.005151
960.000000,0.000075,0.005364
960.000000,0.000016,0.005266
960.000000,0.000015,0.005401
960.000000,0.000015,0.005237
960.000000,0.000015,0.005223
960.000000,0.000031,0.005235
960.000000,0.000015,0.005239
960.000000,0.000015,0.005249
960.000000,0.000015,0.005274
960.000000,0.000016,0.005289
980.000000,0.000076,0.005490
980.000000,0.000015,0.005380
980.000000,0.000015,0.005473
980.000000,0.000016,0.005367
980.000000,0.000015,0.005371
980.000000,0.000016,0.005351
980.000000,0.000014,0.005354
980.000000,0.000015,0.005393
980.000000,0.000015,0.005392
980.000000,0.000015,0.005403
1000.000000,0.000078,0.005778
1000.000000,0.000016,0.005543
1000.000000,0.000015,0.005503
1000.000000,0.000060,0.005516
1000.000000,0.000015,0.005504
1000.000000,0.000015,0.005483
1000.000000,0.000014,0.005471
1000.000000,0.000016,0.005505
1000.000000,0.000015,0.005486
1000.000000,0.000016,0.005469
