Rozmiar wektora, Czas mnożenia wektorów, Czas mnożenia wektora przez macierz
63.000000,0.000008,0.000206
63.000000,0.000008,0.000243
63.000000,0.000008,0.000210
63.000000,0.000008,0.000206
63.000000,0.000008,0.000206
63.000000,0.000008,0.000216
64.000000,0.000028,0.000212
64.000000,0.000008,0.000209
64.000000,0.000008,0.000220
64.000000,0.000008,0.000208
64.000000,0.000008,0.000208
64.000000,0.000008,0.000208
64.000000,0.000009,0.000245
64.000000,0.000008,0.000216
64.000000,0.000008,0.000209
64.000000,0.000008,0.000209
65.000000,0.000029,0.000218
65.000000,0.000008,0.000213
65.000000,0.000008,0.000221
65.000000,0.000008,0.000212
65.000000,0.000008,0.000212
65.000000,0.000008,0.000211
65.000000,0.000008,0.000212
65.000000,0.000008,0.000252
65.000000,0.000008,0.000215
65.000000,0.000008,0.000212
66.000000,0.000028,0.000221
66.000000,0.000008,0.000217
66.000000,0.000008,0.000217
66.000000,0.000008,0.000227
66.000000,0.000009,0.000217
66.000000,0.000008,0.000217
66.000000,0.000008,0.000217
66.000000,0.000008,0.000255
66.000000,0.000008,0.000221
66.000000,0.000008,0.000217
67.000000,0.000029,0.000225
67.000000,0.000008,0.000220
67.000000,0.000008,0.000257
67.000000,0.000008,0.000224
67.000000,0.000008,0.000218
67.000000,0.000008,0.000218
67.000000,0.000009,0.000230
67.000000,0.000008,0.000220
67.000000,0.000008,0.000219
67.000000,0.000008,0.000219
68.000000,0.000030,0.000229
68.000000,0.000008,0.000233
68.000000,0.000008,0.000223
68.000000,0.000008,0.000222
68.000000,0.000008,0.000222
68.000000,0.000008,0.000221
68.000000,0.000008,0.000266
68.000000,0.000008,0.000225
68.000000,0.000008,0.000222
68.000000,0.000008,0.000222
69.000000,0.000030,0.000241
69.000000,0.000008,0.000227
69.000000,0.000008,0.000225
69.000000,0.000008,0.000224
69.000000,0.000008,0.000225
69.000000,0.000008,0.000238
69.000000,0.000008,0.000226
69.000000,0.000008,0.000224
69.000000,0.000008,0.000224
69.000000,0.000008,0.000237
70.000000,0.000032,0.000234
70.000000,0.000008,0.000228
70.000000,0.000008,0.000228
70.000000,0.000008,0.000262
70.000000,0.000008,0.000236
70.000000,0.000008,0.000229
70.000000,0.000009,0.000228
70.000000,0.000008,0.000256
70.000000,0.000008,0.000233
70.000000,0.000008,0.000228
71.000000,0.000030,0.000239
71.000000,0.000008,0.000240
71.000000,0.000008,0.000231
71.000000,0.000008,0.000229
71.000000,0.000008,0.000229
71.000000,0.000008,0.000267
71.000000,0.000008,0.000242
71.000000,0.000008,0.000230
71.000000,0.000008,0.000229
71.000000,0.000008,0.000240
72.000000,0.000032,0.000253
72.000000,0.000008,0.000236
72.000000,0.000008,0.000234
72.000000,0.000008,0.000234
72.000000,0.000008,0.000270
72.000000,0.000008,0.000244
72.000000,0.000008,0.000234
72.000000,0.000008,0.000233
72.000000,0.000008,0.000247
72.000000,0.000008,0.000236
73.000000,0.000034,0.000251
73.000000,0.000008,0.000241
73.000000,0.000008,0.000239
73.000000,0.000008,0.000252
73.000000,0.000008,0.000240
73.000000,0.000008,0.000239
73.000000,0.000008,0.000239
73.000000,0.000008,0.000298
73.000000,0.000008,0.000246
73.000000,0.000008,0.000239
74.000000,0.000034,0.000267
74.000000,0.000008,0.000248
74.000000,0.000008,0.000244
74.000000,0.000008,0.000244
74.000000,0.000008,0.000293
74.000000,0.000008,0.000251
74.000000,0.000008,0.000245
74.000000,0.000008,0.000245
74.000000,0.000028,0.000251
74.000000,0.000008,0.000246
75.000000,0.000034,0.000275
75.000000,0.000008,0.000252
75.000000,0.000009,0.000251
75.000000,0.000008,0.000297
75.000000,0.000008,0.000272
75.000000,0.000008,0.000252
75.000000,0.000009,0.000251
75.000000,0.000008,0.000267
75.000000,0.000008,0.000251
75.000000,0.000008,0.000250
76.000000,0.000033,0.000288
76.000000,0.000008,0.000266
76.000000,0.000008,0.000261
76.000000,0.000008,0.000308
76.000000,0.000008,0.000282
76.000000,0.000008,0.000264
76.000000,0.000008,0.000261
76.000000,0.000008,0.000277
76.000000,0.000008,0.000263
76.000000,0.000008,0.000260
77.000000,0.000034,0.000284
77.000000,0.000008,0.000269
77.000000,0.000008,0.000270
77.000000,0.000008,0.000330
77.000000,0.000008,0.000279
77.000000,0.000008,0.000270
77.000000,0.000008,0.000285
77.000000,0.000008,0.000270
77.000000,0.000008,0.000270
77.000000,0.000008,0.000268
78.000000,0.000035,0.000290
78.000000,0.000008,0.000277
78.000000,0.000008,0.000287
78.000000,0.000008,0.000278
78.000000,0.000009,0.000277
78.000000,0.000008,0.000275
78.000000,0.000008,0.000339
78.000000,0.000008,0.000280
78.000000,0.000008,0.000276
78.000000,0.000008,0.000289
79.000000,0.000034,0.000298
79.000000,0.000008,0.000293
79.000000,0.000008,0.000285
79.000000,0.000008,0.000280
79.000000,0.000008,0.000280
79.000000,0.000008,0.000337
79.000000,0.000008,0.000287
79.000000,0.000008,0.000281
79.000000,0.000008,0.000295
79.000000,0.000008,0.000282
80.000000,0.000035,0.000297
80.000000,0.000008,0.000296
80.000000,0.000008,0.000282
80.000000,0.000008,0.000282
80.000000,0.000009,0.000337
80.000000,0.000008,0.000289
80.000000,0.000008,0.000283
80.000000,0.000008,0.000296
80.000000,0.000008,0.000284
80.000000,0.000008,0.000282
81.000000,0.000035,0.000318
81.000000,0.000008,0.000296
81.000000,0.000009,0.000293
81.000000,0.000008,0.000339
81.000000,0.000008,0.000304
81.000000,0.000008,0.000294
81.000000,0.000008,0.000292
81.000000,0.000008,0.000296
81.000000,0.000008,0.000292
81.000000,0.000008,0.000292
82.000000,0.000036,0.000318
82.000000,0.000008,0.000317
82.000000,0.000008,0.000303
82.000000,0.000008,0.000302
82.000000,0.000008,0.000354
82.000000,0.000008,0.000311
82.000000,0.000008,0.000303
82.000000,0.000008,0.000317
82.000000,0.000008,0.000303
82.000000,0.000008,0.000301
83.000000,0.000036,0.000324
83.000000,0.000008,0.000309
83.000000,0.000008,0.000322
83.000000,0.000008,0.000308
83.000000,0.000008,0.000307
83.000000,0.000008,0.000367
83.000000,0.000008,0.000311
83.000000,0.000008,0.000308
83.000000,0.000008,0.000322
83.000000,0.000008,0.000308
84.000000,0.000039,0.000329
84.000000,0.000008,0.000310
84.000000,0.000008,0.000325
84.000000,0.000008,0.000310
84.000000,0.000009,0.000310
84.000000,0.000008,0.000361
84.000000,0.000008,0.000314
84.000000,0.000008,0.000310
84.000000,0.000008,0.000326
84.000000,0.000008,0.000311
85.000000,0.000047,0.000332
85.000000,0.000008,0.000373
85.000000,0.000009,0.000321
85.000000,0.000008,0.000315
85.000000,0.000008,0.000350
85.000000,0.000009,0.000318
85.000000,0.000008,0.000313
85.000000,0.000008,0.000348
85.000000,0.000008,0.000317
85.000000,0.000008,0.000314
86.000000,0.000040,0.000382
86.000000,0.000008,0.000328
86.000000,0.000008,0.000318
86.000000,0.000008,0.000353
86.000000,0.000009,0.000324
86.000000,0.000008,0.000318
86.000000,0.000009,0.000354
86.000000,0.000008,0.000322
86.000000,0.000009,0.000319
86.000000,0.000008,0.000353
87.000000,0.000038,0.000358
87.000000,0.000009,0.000323
87.000000,0.000008,0.000322
87.000000,0.000008,0.000369
87.000000,0.000009,0.000325
87.000000,0.000008,0.000349
87.000000,0.000012,0.000329
87.000000,0.000008,0.000322
87.000000,0.000009,0.000349
87.000000,0.000010,0.000327
88.000000,0.000040,0.000349
88.000000,0.000014,0.000330
88.000000,0.000008,0.000376
88.000000,0.000008,0.000333
88.000000,0.000008,0.000330
88.000000,0.000008,0.000368
88.000000,0.000008,0.000332
88.000000,0.000008,0.000359
88.000000,0.000008,0.000337
88.000000,0.000008,0.000330
89.000000,0.000042,0.000406
89.000000,0.000009,0.000342
89.000000,0.000008,0.000334
89.000000,0.000008,0.000373
89.000000,0.000009,0.000338
89.000000,0.000008,0.000333
89.000000,0.000036,0.000343
89.000000,0.000008,0.000334
89.000000,0.000008,0.000362
89.000000,0.000008,0.000341
90.000000,0.000040,0.000365
90.000000,0.000008,0.000341
90.000000,0.000009,0.000394
90.000000,0.000008,0.000345
90.000000,0.000008,0.000372
90.000000,0.000008,0.000348
90.000000,0.000008,0.000342
90.000000,0.000010,0.000374
90.000000,0.000008,0.000345
90.000000,0.000008,0.000341
91.000000,0.000042,0.000415
91.000000,0.000008,0.000357
91.000000,0.000008,0.000343
91.000000,0.000008,0.000377
91.000000,0.000008,0.000348
91.000000,0.000008,0.000344
91.000000,0.000008,0.000381
91.000000,0.000008,0.000346
91.000000,0.000009,0.000374
91.000000,0.000009,0.000352
92.000000,0.000042,0.000374
92.000000,0.000009,0.000392
92.000000,0.000009,0.000359
92.000000,0.000009,0.000350
92.000000,0.000009,0.000386
92.000000,0.000009,0.000354
92.000000,0.000009,0.000350
92.000000,0.000009,0.000387
92.000000,0.000008,0.000350
92.000000,0.000008,0.000379
93.000000,0.000044,0.000393
